ACDNet NIfTI Volume Quality Evaluation
Date: 2025-03-23 08:36:27
dataset7_CLINIC_metal_0004_data.nii.gz[085]     17.99    0.8054
dataset7_CLINIC_metal_0004_data.nii.gz[086]     17.98    0.8055
dataset7_CLINIC_metal_0004_data.nii.gz[087]     17.98    0.8050
dataset7_CLINIC_metal_0004_data.nii.gz[088]     17.98    0.8051
dataset7_CLINIC_metal_0004_data.nii.gz[089]     17.98    0.8058
dataset7_CLINIC_metal_0004_data.nii.gz[090]     17.98    0.8068
dataset7_CLINIC_metal_0004_data.nii.gz[091]     17.98    0.8080
dataset7_CLINIC_metal_0004_data.nii.gz[092]     17.99    0.8089
dataset7_CLINIC_metal_0004_data.nii.gz[093]     17.99    0.8091
dataset7_CLINIC_metal_0004_data.nii.gz[094]     17.98    0.8089
dataset7_CLINIC_metal_0004_data.nii.gz[095]     17.97    0.8089
dataset7_CLINIC_metal_0004_data.nii.gz[096]     17.96    0.8087
dataset7_CLINIC_metal_0004_data.nii.gz[097]     17.94    0.8093
dataset7_CLINIC_metal_0004_data.nii.gz[098]     17.92    0.8097
dataset7_CLINIC_metal_0004_data.nii.gz[099]     17.90    0.8100
dataset7_CLINIC_metal_0004_data.nii.gz[100]     17.89    0.8102
dataset7_CLINIC_metal_0004_data.nii.gz[101]     17.88    0.8097
dataset7_CLINIC_metal_0004_data.nii.gz[102]     17.88    0.8086
dataset7_CLINIC_metal_0004_data.nii.gz[103]     17.88    0.8078
dataset7_CLINIC_metal_0004_data.nii.gz[104]     17.88    0.8073
dataset7_CLINIC_metal_0004_data.nii.gz[105]     17.88    0.8075
dataset7_CLINIC_metal_0004_data.nii.gz[106]     17.88    0.8080
dataset7_CLINIC_metal_0004_data.nii.gz[107]     17.88    0.8079
dataset7_CLINIC_metal_0004_data.nii.gz[108]     17.88    0.8087
dataset7_CLINIC_metal_0004_data.nii.gz[109]     17.87    0.8124
dataset7_CLINIC_metal_0004_data.nii.gz[110]     17.86    0.8157
dataset7_CLINIC_metal_0004_data.nii.gz[111]     17.84    0.8164
dataset7_CLINIC_metal_0004_data.nii.gz[112]     17.81    0.8165
dataset7_CLINIC_metal_0004_data.nii.gz[113]     17.84    0.8167
dataset7_CLINIC_metal_0004_data.nii.gz[114]     17.80    0.8155
dataset7_CLINIC_metal_0004_data.nii.gz[115]     17.71    0.8138
dataset7_CLINIC_metal_0004_data.nii.gz[116]     17.66    0.8128
dataset7_CLINIC_metal_0004_data.nii.gz[117]     17.64    0.8115
dataset7_CLINIC_metal_0004_data.nii.gz[118]     17.67    0.8116
dataset7_CLINIC_metal_0004_data.nii.gz[119]     17.71    0.8125
dataset7_CLINIC_metal_0004_data.nii.gz[120]     17.70    0.8138
dataset7_CLINIC_metal_0004_data.nii.gz[121]     17.64    0.8146
dataset7_CLINIC_metal_0004_data.nii.gz[122]     17.65    0.8140
dataset7_CLINIC_metal_0004_data.nii.gz[123]     17.68    0.8128
dataset7_CLINIC_metal_0004_data.nii.gz[124]     17.71    0.8110
dataset7_CLINIC_metal_0004_data.nii.gz[125]     17.77    0.8096
dataset7_CLINIC_metal_0004_data.nii.gz[126]     17.86    0.8081
dataset7_CLINIC_metal_0004_data.nii.gz[127]     17.93    0.8066
dataset7_CLINIC_metal_0004_data.nii.gz[128]     17.93    0.8059
dataset7_CLINIC_metal_0004_data.nii.gz[129]     17.93    0.8061
dataset7_CLINIC_metal_0004_data.nii.gz[130]     17.93    0.8064
dataset7_CLINIC_metal_0004_data.nii.gz[131]     17.96    0.8066
dataset7_CLINIC_metal_0004_data.nii.gz[132]     18.01    0.8062
dataset7_CLINIC_metal_0004_data.nii.gz[133]     18.02    0.8061
dataset7_CLINIC_metal_0004_data.nii.gz[134]     18.03    0.8061
dataset7_CLINIC_metal_0004_data.nii.gz[135]     18.03    0.8061
dataset7_CLINIC_metal_0004_data.nii.gz[136]     18.02    0.8062
dataset7_CLINIC_metal_0004_data.nii.gz[137]     18.00    0.8063
dataset7_CLINIC_metal_0004_data.nii.gz[138]     17.97    0.8066
dataset7_CLINIC_metal_0004_data.nii.gz[139]     17.98    0.8068
dataset7_CLINIC_metal_0004_data.nii.gz[140]     18.06    0.8069
dataset7_CLINIC_metal_0004_data.nii.gz[141]     18.12    0.8067
dataset7_CLINIC_metal_0004_data.nii.gz[167]     18.13    0.8048
dataset7_CLINIC_metal_0004_data.nii.gz[175]     18.13    0.8046
dataset7_CLINIC_metal_0004_data.nii.gz[231]     18.13    0.8137
dataset7_CLINIC_metal_0004_data.nii.gz[232]     18.12    0.8142
dataset7_CLINIC_metal_0004_data.nii.gz[233]     18.12    0.8151
dataset7_CLINIC_metal_0004_data.nii.gz[234]     18.12    0.8160
dataset7_CLINIC_metal_0004_data.nii.gz[235]     18.12    0.8179
dataset7_CLINIC_metal_0004_data.nii.gz[236]     18.12    0.8209
dataset7_CLINIC_metal_0004_data.nii.gz[237]     18.12    0.8229
dataset7_CLINIC_metal_0004_data.nii.gz[238]     18.12    0.8246
dataset7_CLINIC_metal_0004_data.nii.gz[239]     18.11    0.8262
dataset7_CLINIC_metal_0004_data.nii.gz[240]     18.11    0.8268
dataset7_CLINIC_metal_0004_data.nii.gz[241]     18.11    0.8263
dataset7_CLINIC_metal_0004_data.nii.gz[242]     18.12    0.8259
dataset7_CLINIC_metal_0004_data.nii.gz[243]     18.12    0.8255
dataset7_CLINIC_metal_0004_data.nii.gz[244]     18.11    0.8254
dataset7_CLINIC_metal_0004_data.nii.gz[245]     18.11    0.8250
dataset7_CLINIC_metal_0004_data.nii.gz[246]     18.13    0.8258
dataset7_CLINIC_metal_0004_data.nii.gz[346]     18.14    0.8495
dataset7_CLINIC_metal_0004_data.nii.gz[347]     18.14    0.8495
dataset7_CLINIC_metal_0005_data.nii.gz[127]     18.69    0.8554
dataset7_CLINIC_metal_0005_data.nii.gz[128]     18.64    0.8568
dataset7_CLINIC_metal_0005_data.nii.gz[129]     18.52    0.8590
dataset7_CLINIC_metal_0005_data.nii.gz[130]     18.44    0.8605
dataset7_CLINIC_metal_0005_data.nii.gz[131]     18.38    0.8607
dataset7_CLINIC_metal_0005_data.nii.gz[132]     18.32    0.8620
dataset7_CLINIC_metal_0005_data.nii.gz[133]     18.28    0.8631
dataset7_CLINIC_metal_0005_data.nii.gz[134]     18.25    0.8636
dataset7_CLINIC_metal_0005_data.nii.gz[135]     18.25    0.8639
dataset7_CLINIC_metal_0005_data.nii.gz[136]     18.28    0.8640
dataset7_CLINIC_metal_0005_data.nii.gz[137]     18.30    0.8642
dataset7_CLINIC_metal_0005_data.nii.gz[138]     18.28    0.8648
dataset7_CLINIC_metal_0005_data.nii.gz[139]     18.26    0.8655
dataset7_CLINIC_metal_0005_data.nii.gz[140]     18.31    0.8662
dataset7_CLINIC_metal_0005_data.nii.gz[141]     18.36    0.8656
dataset7_CLINIC_metal_0005_data.nii.gz[142]     18.40    0.8656
dataset7_CLINIC_metal_0005_data.nii.gz[143]     18.40    0.8652
dataset7_CLINIC_metal_0005_data.nii.gz[144]     18.42    0.8649
dataset7_CLINIC_metal_0005_data.nii.gz[145]     18.47    0.8644
dataset7_CLINIC_metal_0005_data.nii.gz[146]     18.55    0.8646
dataset7_CLINIC_metal_0005_data.nii.gz[147]     18.65    0.8645
dataset7_CLINIC_metal_0005_data.nii.gz[148]     18.69    0.8644
dataset7_CLINIC_metal_0005_data.nii.gz[156]     18.69    0.8683
dataset7_CLINIC_metal_0005_data.nii.gz[157]     18.62    0.8693
dataset7_CLINIC_metal_0005_data.nii.gz[158]     18.48    0.8702
dataset7_CLINIC_metal_0005_data.nii.gz[159]     18.39    0.8710
dataset7_CLINIC_metal_0005_data.nii.gz[160]     18.38    0.8714
dataset7_CLINIC_metal_0005_data.nii.gz[161]     18.41    0.8712
dataset7_CLINIC_metal_0005_data.nii.gz[162]     18.41    0.8712
dataset7_CLINIC_metal_0005_data.nii.gz[163]     18.40    0.8712
dataset7_CLINIC_metal_0005_data.nii.gz[164]     18.42    0.8714
dataset7_CLINIC_metal_0005_data.nii.gz[165]     18.45    0.8716
dataset7_CLINIC_metal_0005_data.nii.gz[166]     18.47    0.8717
dataset7_CLINIC_metal_0005_data.nii.gz[167]     18.48    0.8720
dataset7_CLINIC_metal_0005_data.nii.gz[168]     18.44    0.8726
dataset7_CLINIC_metal_0005_data.nii.gz[169]     18.40    0.8729
dataset7_CLINIC_metal_0005_data.nii.gz[170]     18.38    0.8732
dataset7_CLINIC_metal_0005_data.nii.gz[171]     18.37    0.8736
dataset7_CLINIC_metal_0005_data.nii.gz[172]     18.38    0.8742
dataset7_CLINIC_metal_0005_data.nii.gz[173]     18.37    0.8749
dataset7_CLINIC_metal_0005_data.nii.gz[174]     18.37    0.8755
dataset7_CLINIC_metal_0005_data.nii.gz[175]     18.40    0.8764
dataset7_CLINIC_metal_0005_data.nii.gz[176]     18.45    0.8764
dataset7_CLINIC_metal_0005_data.nii.gz[177]     18.47    0.8769
dataset7_CLINIC_metal_0005_data.nii.gz[178]     18.46    0.8770
dataset7_CLINIC_metal_0005_data.nii.gz[179]     18.44    0.8764
dataset7_CLINIC_metal_0005_data.nii.gz[180]     18.44    0.8759
dataset7_CLINIC_metal_0005_data.nii.gz[181]     18.43    0.8758
dataset7_CLINIC_metal_0005_data.nii.gz[182]     18.40    0.8757
dataset7_CLINIC_metal_0005_data.nii.gz[183]     18.39    0.8757
dataset7_CLINIC_metal_0005_data.nii.gz[184]     18.41    0.8753
dataset7_CLINIC_metal_0005_data.nii.gz[185]     18.37    0.8752
dataset7_CLINIC_metal_0005_data.nii.gz[186]     18.35    0.8747
dataset7_CLINIC_metal_0005_data.nii.gz[187]     18.38    0.8752
dataset7_CLINIC_metal_0005_data.nii.gz[188]     18.43    0.8760
dataset7_CLINIC_metal_0005_data.nii.gz[189]     18.48    0.8769
dataset7_CLINIC_metal_0005_data.nii.gz[190]     18.48    0.8767
dataset7_CLINIC_metal_0005_data.nii.gz[191]     18.44    0.8760
dataset7_CLINIC_metal_0005_data.nii.gz[192]     18.42    0.8766
dataset7_CLINIC_metal_0005_data.nii.gz[193]     18.42    0.8767
dataset7_CLINIC_metal_0005_data.nii.gz[194]     18.42    0.8763
dataset7_CLINIC_metal_0005_data.nii.gz[195]     18.38    0.8751
dataset7_CLINIC_metal_0005_data.nii.gz[196]     18.32    0.8760
dataset7_CLINIC_metal_0005_data.nii.gz[197]     18.33    0.8767
dataset7_CLINIC_metal_0005_data.nii.gz[198]     18.39    0.8773
dataset7_CLINIC_metal_0005_data.nii.gz[199]     18.37    0.8778
dataset7_CLINIC_metal_0005_data.nii.gz[200]     18.34    0.8780
dataset7_CLINIC_metal_0005_data.nii.gz[201]     18.35    0.8781
dataset7_CLINIC_metal_0005_data.nii.gz[202]     18.37    0.8773
dataset7_CLINIC_metal_0005_data.nii.gz[203]     18.36    0.8767
dataset7_CLINIC_metal_0005_data.nii.gz[204]     18.38    0.8758
dataset7_CLINIC_metal_0005_data.nii.gz[205]     18.43    0.8754
dataset7_CLINIC_metal_0005_data.nii.gz[206]     18.51    0.8765
dataset7_CLINIC_metal_0005_data.nii.gz[207]     18.62    0.8768
dataset7_CLINIC_metal_0005_data.nii.gz[208]     18.69    0.8764
dataset7_CLINIC_metal_0005_data.nii.gz[209]     18.70    0.8763
dataset7_CLINIC_metal_0005_data.nii.gz[215]     18.70    0.8759
dataset7_CLINIC_metal_0006_data.nii.gz[066]     17.90    0.8274
dataset7_CLINIC_metal_0006_data.nii.gz[067]     17.89    0.8273
dataset7_CLINIC_metal_0006_data.nii.gz[068]     17.87    0.8274
dataset7_CLINIC_metal_0006_data.nii.gz[069]     17.86    0.8278
dataset7_CLINIC_metal_0006_data.nii.gz[070]     17.85    0.8280
dataset7_CLINIC_metal_0006_data.nii.gz[071]     17.85    0.8282
dataset7_CLINIC_metal_0006_data.nii.gz[072]     17.84    0.8284
dataset7_CLINIC_metal_0006_data.nii.gz[073]     17.84    0.8285
dataset7_CLINIC_metal_0006_data.nii.gz[074]     17.84    0.8288
dataset7_CLINIC_metal_0006_data.nii.gz[075]     17.84    0.8289
dataset7_CLINIC_metal_0006_data.nii.gz[076]     17.84    0.8289
dataset7_CLINIC_metal_0006_data.nii.gz[077]     17.84    0.8290
dataset7_CLINIC_metal_0006_data.nii.gz[078]     17.84    0.8289
dataset7_CLINIC_metal_0006_data.nii.gz[079]     17.84    0.8285
dataset7_CLINIC_metal_0006_data.nii.gz[080]     17.84    0.8283
dataset7_CLINIC_metal_0006_data.nii.gz[081]     17.84    0.8278
dataset7_CLINIC_metal_0006_data.nii.gz[082]     17.84    0.8270
dataset7_CLINIC_metal_0006_data.nii.gz[083]     17.84    0.8263
dataset7_CLINIC_metal_0006_data.nii.gz[084]     17.84    0.8260
dataset7_CLINIC_metal_0006_data.nii.gz[085]     17.84    0.8257
dataset7_CLINIC_metal_0006_data.nii.gz[086]     17.84    0.8256
dataset7_CLINIC_metal_0006_data.nii.gz[087]     17.84    0.8254
dataset7_CLINIC_metal_0006_data.nii.gz[088]     17.84    0.8252
dataset7_CLINIC_metal_0006_data.nii.gz[089]     17.84    0.8257
dataset7_CLINIC_metal_0006_data.nii.gz[090]     17.84    0.8262
dataset7_CLINIC_metal_0006_data.nii.gz[091]     17.84    0.8267
dataset7_CLINIC_metal_0006_data.nii.gz[092]     17.83    0.8275
dataset7_CLINIC_metal_0006_data.nii.gz[093]     17.82    0.8279
dataset7_CLINIC_metal_0006_data.nii.gz[094]     17.81    0.8283
dataset7_CLINIC_metal_0006_data.nii.gz[095]     17.80    0.8285
dataset7_CLINIC_metal_0006_data.nii.gz[096]     17.79    0.8284
dataset7_CLINIC_metal_0006_data.nii.gz[097]     17.79    0.8282
dataset7_CLINIC_metal_0006_data.nii.gz[098]     17.79    0.8280
dataset7_CLINIC_metal_0006_data.nii.gz[099]     17.79    0.8284
dataset7_CLINIC_metal_0006_data.nii.gz[100]     17.79    0.8291
dataset7_CLINIC_metal_0006_data.nii.gz[101]     17.77    0.8296
dataset7_CLINIC_metal_0006_data.nii.gz[102]     17.76    0.8302
dataset7_CLINIC_metal_0006_data.nii.gz[103]     17.75    0.8311
dataset7_CLINIC_metal_0006_data.nii.gz[104]     17.74    0.8315
dataset7_CLINIC_metal_0006_data.nii.gz[105]     17.72    0.8318
dataset7_CLINIC_metal_0006_data.nii.gz[106]     17.71    0.8321
dataset7_CLINIC_metal_0006_data.nii.gz[107]     17.70    0.8318
dataset7_CLINIC_metal_0006_data.nii.gz[108]     17.70    0.8317
dataset7_CLINIC_metal_0006_data.nii.gz[109]     17.69    0.8314
dataset7_CLINIC_metal_0006_data.nii.gz[110]     17.68    0.8320
dataset7_CLINIC_metal_0006_data.nii.gz[111]     17.65    0.8341
dataset7_CLINIC_metal_0006_data.nii.gz[112]     17.64    0.8365
dataset7_CLINIC_metal_0006_data.nii.gz[113]     17.58    0.8369
dataset7_CLINIC_metal_0006_data.nii.gz[114]     17.46    0.8373
dataset7_CLINIC_metal_0006_data.nii.gz[115]     17.41    0.8363
dataset7_CLINIC_metal_0006_data.nii.gz[116]     17.39    0.8336
dataset7_CLINIC_metal_0006_data.nii.gz[117]     17.40    0.8325
dataset7_CLINIC_metal_0006_data.nii.gz[118]     17.44    0.8322
dataset7_CLINIC_metal_0006_data.nii.gz[119]     17.40    0.8326
dataset7_CLINIC_metal_0006_data.nii.gz[120]     17.33    0.8325
dataset7_CLINIC_metal_0006_data.nii.gz[121]     17.34    0.8311
dataset7_CLINIC_metal_0006_data.nii.gz[122]     17.35    0.8295
dataset7_CLINIC_metal_0006_data.nii.gz[123]     17.37    0.8282
dataset7_CLINIC_metal_0006_data.nii.gz[124]     17.42    0.8272
dataset7_CLINIC_metal_0006_data.nii.gz[125]     17.42    0.8272
dataset7_CLINIC_metal_0006_data.nii.gz[126]     17.43    0.8280
dataset7_CLINIC_metal_0006_data.nii.gz[127]     17.41    0.8285
dataset7_CLINIC_metal_0006_data.nii.gz[128]     17.41    0.8286
dataset7_CLINIC_metal_0006_data.nii.gz[129]     17.48    0.8285
dataset7_CLINIC_metal_0006_data.nii.gz[130]     17.52    0.8286
dataset7_CLINIC_metal_0006_data.nii.gz[131]     17.53    0.8291
dataset7_CLINIC_metal_0006_data.nii.gz[132]     17.56    0.8299
dataset7_CLINIC_metal_0006_data.nii.gz[133]     17.60    0.8305
dataset7_CLINIC_metal_0006_data.nii.gz[134]     17.68    0.8299
dataset7_CLINIC_metal_0006_data.nii.gz[135]     17.71    0.8292
dataset7_CLINIC_metal_0006_data.nii.gz[136]     17.70    0.8296
dataset7_CLINIC_metal_0006_data.nii.gz[137]     17.70    0.8301
dataset7_CLINIC_metal_0006_data.nii.gz[138]     17.70    0.8303
dataset7_CLINIC_metal_0006_data.nii.gz[139]     17.75    0.8301
dataset7_CLINIC_metal_0006_data.nii.gz[140]     17.80    0.8294
dataset7_CLINIC_metal_0006_data.nii.gz[141]     17.80    0.8289
dataset7_CLINIC_metal_0006_data.nii.gz[142]     17.80    0.8287
dataset7_CLINIC_metal_0006_data.nii.gz[143]     17.79    0.8286
dataset7_CLINIC_metal_0006_data.nii.gz[144]     17.76    0.8285
dataset7_CLINIC_metal_0006_data.nii.gz[145]     17.73    0.8284
dataset7_CLINIC_metal_0006_data.nii.gz[146]     17.71    0.8288
dataset7_CLINIC_metal_0006_data.nii.gz[147]     17.70    0.8289
dataset7_CLINIC_metal_0006_data.nii.gz[148]     17.70    0.8284
dataset7_CLINIC_metal_0006_data.nii.gz[149]     17.70    0.8282
dataset7_CLINIC_metal_0006_data.nii.gz[150]     17.74    0.8284
dataset7_CLINIC_metal_0006_data.nii.gz[151]     17.79    0.8291
dataset7_CLINIC_metal_0006_data.nii.gz[152]     17.81    0.8289
dataset7_CLINIC_metal_0006_data.nii.gz[153]     17.81    0.8289
dataset7_CLINIC_metal_0006_data.nii.gz[154]     17.81    0.8289
dataset7_CLINIC_metal_0006_data.nii.gz[155]     17.80    0.8284
dataset7_CLINIC_metal_0006_data.nii.gz[156]     17.79    0.8280
dataset7_CLINIC_metal_0006_data.nii.gz[157]     17.76    0.8279
dataset7_CLINIC_metal_0006_data.nii.gz[158]     17.72    0.8281
dataset7_CLINIC_metal_0006_data.nii.gz[159]     17.71    0.8276
dataset7_CLINIC_metal_0006_data.nii.gz[160]     17.71    0.8268
dataset7_CLINIC_metal_0006_data.nii.gz[161]     17.69    0.8269
dataset7_CLINIC_metal_0006_data.nii.gz[162]     17.68    0.8273
dataset7_CLINIC_metal_0006_data.nii.gz[163]     17.69    0.8279
dataset7_CLINIC_metal_0006_data.nii.gz[164]     17.71    0.8302
dataset7_CLINIC_metal_0006_data.nii.gz[165]     17.73    0.8332
dataset7_CLINIC_metal_0006_data.nii.gz[166]     17.73    0.8355
dataset7_CLINIC_metal_0006_data.nii.gz[167]     17.68    0.8358
dataset7_CLINIC_metal_0006_data.nii.gz[168]     17.62    0.8334
dataset7_CLINIC_metal_0006_data.nii.gz[169]     17.63    0.8304
dataset7_CLINIC_metal_0006_data.nii.gz[170]     17.64    0.8288
dataset7_CLINIC_metal_0006_data.nii.gz[171]     17.62    0.8285
dataset7_CLINIC_metal_0006_data.nii.gz[172]     17.58    0.8282
dataset7_CLINIC_metal_0006_data.nii.gz[173]     17.53    0.8290
dataset7_CLINIC_metal_0006_data.nii.gz[174]     17.48    0.8291
dataset7_CLINIC_metal_0006_data.nii.gz[175]     17.47    0.8289
dataset7_CLINIC_metal_0006_data.nii.gz[176]     17.49    0.8284
dataset7_CLINIC_metal_0006_data.nii.gz[177]     17.54    0.8281
dataset7_CLINIC_metal_0006_data.nii.gz[178]     17.57    0.8284
dataset7_CLINIC_metal_0006_data.nii.gz[179]     17.56    0.8290
dataset7_CLINIC_metal_0006_data.nii.gz[180]     17.55    0.8298
dataset7_CLINIC_metal_0006_data.nii.gz[181]     17.51    0.8317
dataset7_CLINIC_metal_0006_data.nii.gz[182]     17.49    0.8339
dataset7_CLINIC_metal_0006_data.nii.gz[183]     17.48    0.8352
dataset7_CLINIC_metal_0006_data.nii.gz[184]     17.45    0.8360
dataset7_CLINIC_metal_0006_data.nii.gz[185]     17.43    0.8355
dataset7_CLINIC_metal_0006_data.nii.gz[186]     17.44    0.8352
dataset7_CLINIC_metal_0006_data.nii.gz[187]     17.47    0.8345
dataset7_CLINIC_metal_0006_data.nii.gz[188]     17.48    0.8334
dataset7_CLINIC_metal_0006_data.nii.gz[189]     17.46    0.8324
dataset7_CLINIC_metal_0006_data.nii.gz[190]     17.45    0.8319
dataset7_CLINIC_metal_0006_data.nii.gz[191]     17.42    0.8312
dataset7_CLINIC_metal_0006_data.nii.gz[192]     17.41    0.8309
dataset7_CLINIC_metal_0006_data.nii.gz[193]     17.41    0.8305
dataset7_CLINIC_metal_0006_data.nii.gz[194]     17.39    0.8304
dataset7_CLINIC_metal_0006_data.nii.gz[195]     17.37    0.8305
dataset7_CLINIC_metal_0006_data.nii.gz[196]     17.39    0.8307
dataset7_CLINIC_metal_0006_data.nii.gz[197]     17.42    0.8312
dataset7_CLINIC_metal_0006_data.nii.gz[198]     17.44    0.8314
dataset7_CLINIC_metal_0006_data.nii.gz[199]     17.45    0.8320
dataset7_CLINIC_metal_0006_data.nii.gz[200]     17.46    0.8324
dataset7_CLINIC_metal_0006_data.nii.gz[201]     17.46    0.8328
dataset7_CLINIC_metal_0006_data.nii.gz[202]     17.49    0.8331
dataset7_CLINIC_metal_0006_data.nii.gz[203]     17.55    0.8332
dataset7_CLINIC_metal_0006_data.nii.gz[204]     17.58    0.8344
dataset7_CLINIC_metal_0006_data.nii.gz[205]     17.58    0.8349
dataset7_CLINIC_metal_0006_data.nii.gz[206]     17.55    0.8351
dataset7_CLINIC_metal_0006_data.nii.gz[207]     17.52    0.8350
dataset7_CLINIC_metal_0006_data.nii.gz[208]     17.52    0.8350
dataset7_CLINIC_metal_0006_data.nii.gz[209]     17.54    0.8357
dataset7_CLINIC_metal_0006_data.nii.gz[210]     17.55    0.8364
dataset7_CLINIC_metal_0006_data.nii.gz[211]     17.59    0.8371
dataset7_CLINIC_metal_0006_data.nii.gz[212]     17.62    0.8373
dataset7_CLINIC_metal_0006_data.nii.gz[213]     17.63    0.8376
dataset7_CLINIC_metal_0006_data.nii.gz[214]     17.64    0.8378
dataset7_CLINIC_metal_0006_data.nii.gz[215]     17.63    0.8374
dataset7_CLINIC_metal_0006_data.nii.gz[216]     17.62    0.8370
dataset7_CLINIC_metal_0006_data.nii.gz[217]     17.62    0.8370
dataset7_CLINIC_metal_0006_data.nii.gz[218]     17.62    0.8378
dataset7_CLINIC_metal_0006_data.nii.gz[219]     17.62    0.8378
dataset7_CLINIC_metal_0006_data.nii.gz[220]     17.61    0.8373
dataset7_CLINIC_metal_0006_data.nii.gz[221]     17.61    0.8373
dataset7_CLINIC_metal_0006_data.nii.gz[222]     17.61    0.8378
dataset7_CLINIC_metal_0006_data.nii.gz[223]     17.61    0.8382
dataset7_CLINIC_metal_0006_data.nii.gz[224]     17.61    0.8385
dataset7_CLINIC_metal_0006_data.nii.gz[225]     17.65    0.8394
dataset7_CLINIC_metal_0006_data.nii.gz[226]     17.68    0.8405
dataset7_CLINIC_metal_0006_data.nii.gz[227]     17.66    0.8414
dataset7_CLINIC_metal_0006_data.nii.gz[228]     17.63    0.8421
dataset7_CLINIC_metal_0006_data.nii.gz[229]     17.62    0.8426
dataset7_CLINIC_metal_0006_data.nii.gz[230]     17.62    0.8426
dataset7_CLINIC_metal_0006_data.nii.gz[231]     17.61    0.8428
dataset7_CLINIC_metal_0006_data.nii.gz[232]     17.59    0.8432
dataset7_CLINIC_metal_0006_data.nii.gz[233]     17.59    0.8438
dataset7_CLINIC_metal_0006_data.nii.gz[234]     17.60    0.8445
dataset7_CLINIC_metal_0006_data.nii.gz[235]     17.60    0.8458
dataset7_CLINIC_metal_0006_data.nii.gz[236]     17.58    0.8464
dataset7_CLINIC_metal_0006_data.nii.gz[237]     17.54    0.8477
dataset7_CLINIC_metal_0006_data.nii.gz[238]     17.50    0.8490
dataset7_CLINIC_metal_0006_data.nii.gz[239]     17.53    0.8500
dataset7_CLINIC_metal_0006_data.nii.gz[240]     17.57    0.8507
dataset7_CLINIC_metal_0006_data.nii.gz[241]     17.55    0.8502
dataset7_CLINIC_metal_0006_data.nii.gz[242]     17.50    0.8498
dataset7_CLINIC_metal_0006_data.nii.gz[243]     17.47    0.8489
dataset7_CLINIC_metal_0006_data.nii.gz[244]     17.45    0.8486
dataset7_CLINIC_metal_0006_data.nii.gz[245]     17.43    0.8486
dataset7_CLINIC_metal_0006_data.nii.gz[246]     17.45    0.8480
dataset7_CLINIC_metal_0006_data.nii.gz[247]     17.50    0.8476
dataset7_CLINIC_metal_0006_data.nii.gz[248]     17.51    0.8476
dataset7_CLINIC_metal_0006_data.nii.gz[249]     17.54    0.8487
dataset7_CLINIC_metal_0006_data.nii.gz[250]     17.54    0.8509
dataset7_CLINIC_metal_0006_data.nii.gz[251]     17.56    0.8526
dataset7_CLINIC_metal_0006_data.nii.gz[252]     17.61    0.8531
dataset7_CLINIC_metal_0006_data.nii.gz[253]     17.62    0.8526
dataset7_CLINIC_metal_0006_data.nii.gz[254]     17.65    0.8516
dataset7_CLINIC_metal_0006_data.nii.gz[255]     17.65    0.8513
dataset7_CLINIC_metal_0006_data.nii.gz[256]     17.65    0.8511
dataset7_CLINIC_metal_0006_data.nii.gz[257]     17.64    0.8513
dataset7_CLINIC_metal_0006_data.nii.gz[258]     17.59    0.8517
dataset7_CLINIC_metal_0006_data.nii.gz[259]     17.55    0.8519
dataset7_CLINIC_metal_0006_data.nii.gz[260]     17.57    0.8521
dataset7_CLINIC_metal_0006_data.nii.gz[261]     17.63    0.8519
dataset7_CLINIC_metal_0006_data.nii.gz[262]     17.64    0.8523
dataset7_CLINIC_metal_0006_data.nii.gz[263]     17.65    0.8530
dataset7_CLINIC_metal_0006_data.nii.gz[264]     17.69    0.8534
dataset7_CLINIC_metal_0006_data.nii.gz[265]     17.70    0.8532
dataset7_CLINIC_metal_0006_data.nii.gz[266]     17.70    0.8528
dataset7_CLINIC_metal_0006_data.nii.gz[267]     17.71    0.8523
dataset7_CLINIC_metal_0006_data.nii.gz[268]     17.73    0.8519
dataset7_CLINIC_metal_0006_data.nii.gz[269]     17.74    0.8522
dataset7_CLINIC_metal_0006_data.nii.gz[270]     17.70    0.8536
dataset7_CLINIC_metal_0006_data.nii.gz[271]     17.62    0.8559
dataset7_CLINIC_metal_0006_data.nii.gz[272]     17.61    0.8581
dataset7_CLINIC_metal_0006_data.nii.gz[273]     17.63    0.8586
dataset7_CLINIC_metal_0006_data.nii.gz[274]     17.69    0.8584
dataset7_CLINIC_metal_0006_data.nii.gz[275]     17.72    0.8601
dataset7_CLINIC_metal_0006_data.nii.gz[276]     17.75    0.8618
dataset7_CLINIC_metal_0006_data.nii.gz[277]     17.75    0.8621
dataset7_CLINIC_metal_0006_data.nii.gz[278]     17.74    0.8603
dataset7_CLINIC_metal_0006_data.nii.gz[279]     17.74    0.8613
dataset7_CLINIC_metal_0006_data.nii.gz[280]     17.75    0.8626
dataset7_CLINIC_metal_0006_data.nii.gz[281]     17.74    0.8632
dataset7_CLINIC_metal_0006_data.nii.gz[282]     17.72    0.8628
dataset7_CLINIC_metal_0006_data.nii.gz[283]     17.62    0.8622
dataset7_CLINIC_metal_0006_data.nii.gz[284]     17.56    0.8624
dataset7_CLINIC_metal_0006_data.nii.gz[285]     17.55    0.8642
dataset7_CLINIC_metal_0006_data.nii.gz[286]     17.58    0.8664
dataset7_CLINIC_metal_0006_data.nii.gz[287]     17.57    0.8667
dataset7_CLINIC_metal_0006_data.nii.gz[288]     17.58    0.8656
